number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,parallel_telephone_exchange_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,government_telecom_revenue_loss,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,telegraph_act_sections,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66,it_act_66c,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,court_level_High Court,court_level_Supreme Court,court_level_Trial Court,case_type_Sec 439 CrPC (Regular Bail),case_type_Sec 482 CrPC (Quashing),case_type_Trial Judgment,case_type_Writ Petition (Detention),label_entity_role,label_high_risk_cyber_syndicate,label_bail_or_custody_relief,label_conviction_outcome
4,1,1,0,0,1,0,0,0,0,0,0,0,0.1296,0,11,0,0,0,0,0,0,0,0,0,0.0553,4,1.1059,109.7,0,0,0,0,0,0.0,0.1546,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0128,0.0117,0,0,1,1,0,0,0,0,0,1,0
7,20,99,1,1,1,0,1,0,0,0,1,1,0.9613,0,73,0,0,0,0,0,0,0,0,0,0.0033,1,1.0107,144.32,0,0,0,1,1,7787685.04,0.4047,1,1,1,1,15.12,9,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.1263,0.0527,1,0,0,1,0,0,0,3,1,0,1
1,14,93,1,0,1,0,1,0,1,0,1,1,0.5584,1,22,1,0,1,0,1,0,1,0,1,0.7684,74,6.94,55.79,1,1,0,0,0,615245.95,0.0842,1,0,0,1,3.57,0,2,1,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.2269,0.0985,1,0,0,0,1,0,0,5,1,0,0
1,15,76,1,0,1,0,1,1,0,0,1,1,0.628,1,149,1,1,0,1,1,1,1,1,0,0.7376,100,12.2799,33.49,1,1,1,0,0,80698.88,0.0367,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0.0961,0.026,0,1,0,1,0,0,0,4,1,0,0
2,4,2,0,0,1,1,0,1,1,1,1,0,0.6137,1,158,1,1,0,0,0,0,0,0,0,0.1109,2,1.1427,34.51,0,0,0,0,0,34055.87,0.1538,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0.1037,0.0271,0,0,1,0,0,0,1,4,0,1,0
21,1,1,0,0,0,0,0,0,0,0,0,0,0.1011,1,39,0,0,0,0,0,0,0,0,0,0.0284,5,1.0983,171.35,0,0,0,0,0,0.0,0.0647,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0692,0.0999,0,0,1,1,0,0,0,0,0,1,0
15,6,44,1,0,1,0,1,1,0,0,1,1,0.4092,1,202,1,0,0,1,1,1,1,1,0,0.5872,377,6.661,80.33,1,1,1,0,0,1290913.27,0.1574,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0.1053,0.0424,1,0,0,0,1,0,0,3,1,1,0
1,1,2,1,0,0,1,0,0,0,1,0,0,0.6713,1,65,0,0,0,0,0,0,0,0,0,0.0911,3,1.0571,104.05,0,0,0,0,0,3759.46,0.007,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,0,0,1,1,0,1,0,0,4,0.0343,0.0213,0,0,1,0,0,0,1,2,0,1,0
1,1,2,0,0,1,1,1,0,1,1,1,1,0.5051,1,58,1,0,0,0,0,0,0,0,0,0.075,2,1.0555,112.97,0,0,0,0,0,103570.15,0.0556,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0.0629,0.0391,1,0,0,0,0,0,1,2,0,1,0
1,23,35,1,0,1,0,1,0,0,0,1,1,0.9491,1,235,1,1,0,1,1,1,1,1,0,0.7711,364,5.5596,20.47,1,1,1,0,0,1258233.59,0.0836,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0691,0.0355,1,0,0,1,0,0,0,3,1,1,1
2,3,1,0,0,0,1,0,1,0,1,0,0,0.6847,1,33,1,0,0,0,0,0,0,0,0,0.1337,3,1.1158,31.31,0,0,0,0,0,14970.13,0.0817,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,1,1,1,1,0,0,3,0.0844,0.0608,0,0,1,0,0,0,1,2,0,1,0
2,5,2,0,0,0,1,0,1,0,1,0,1,0.6179,1,56,0,0,0,0,0,0,0,0,0,0.0645,5,1.0584,177.94,0,0,0,0,0,34103.23,0.0613,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,0,0,1,0,0,0,0,1,2,0.0805,0.0733,0,0,1,1,0,0,0,2,0,1,0
1,3,41,1,0,1,0,1,1,1,0,1,1,0.8016,1,159,1,1,1,0,1,0,1,0,1,0.7569,103,3.8486,133.92,1,1,0,0,0,4493738.82,0.0906,1,0,0,1,1.16,0,2,3,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.0821,0.0458,0,0,1,0,1,0,0,5,1,0,1
4,3,2,1,0,1,1,1,0,1,1,1,1,0.9647,1,103,1,1,0,0,0,0,0,0,0,0.1457,6,1.0,102.95,0,0,0,0,0,100688.33,0.0725,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0.0735,0.053,0,0,1,1,0,0,0,2,0,1,1
1,6,67,1,0,1,0,1,1,1,0,1,1,0.8906,1,149,1,1,1,0,1,0,0,0,1,0.7104,133,5.31,149.67,1,1,0,0,0,1394343.98,0.1229,0,0,0,1,14.89,0,3,2,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0.118,0.0568,0,0,1,0,1,0,0,3,1,0,1
45,2,2,0,0,1,1,1,0,1,1,1,1,0.744,1,19,0,0,0,0,0,0,0,0,0,0.0604,6,1.1587,45.64,0,1,0,0,0,108120.85,0.0535,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0.0407,0.0294,0,0,1,0,1,0,0,2,0,1,1
1,5,1,0,0,0,1,0,0,0,1,0,1,0.4796,1,139,0,0,0,0,0,0,0,0,0,0.0809,4,1.0763,72.14,0,0,0,0,0,5029.34,0.0901,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,1,0,0,0,4,0.0956,0.0594,0,0,1,1,0,0,0,0,0,1,0
1,23,55,0,0,1,0,1,0,0,0,1,1,0.6782,1,220,0,0,0,1,1,1,1,1,0,0.5438,278,5.6209,54.49,1,1,1,0,0,182796.08,0.0153,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0.1721,0.0497,1,0,0,0,1,0,0,4,1,1,0
2,22,27,1,0,1,0,1,1,1,0,1,1,0.6784,1,127,1,1,1,0,0,1,1,0,1,0.5851,118,7.8978,99.05,1,1,0,0,0,3898914.7,0.0604,0,0,0,1,2.5,0,3,2,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0.1186,0.0462,1,0,0,1,0,0,0,4,1,0,1
2,5,2,0,0,1,1,1,0,1,1,1,1,0.5966,1,27,0,1,0,0,0,0,0,0,0,0.1269,8,1.1046,178.85,0,0,0,0,0,58168.12,0.0278,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0634,0.0457,0,0,1,0,1,0,0,2,0,1,0
2,5,2,0,0,1,1,0,1,1,1,1,1,0.9065,1,75,0,0,0,0,0,0,0,0,0,0.0285,6,1.0315,112.85,0,0,0,0,0,100490.81,0.1333,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.079,0.072,0,0,1,1,0,0,0,2,0,1,1
27,20,44,1,0,1,0,1,1,0,0,1,1,0.8807,1,287,1,1,0,1,1,1,1,1,0,0.6336,331,4.9228,27.54,1,1,1,0,0,262825.78,0.0583,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0.0909,0.0282,1,0,0,0,0,0,1,4,1,1,1
1,3,1,0,0,0,1,0,1,0,1,0,1,0.4953,0,14,0,0,0,0,0,0,0,0,0,0.074,9,1.2496,177.35,0,0,0,0,0,14998.29,0.1041,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,0,1,0,1,3,0.0777,0.0561,1,0,0,1,0,0,0,0,0,0,0
1,1,2,1,0,0,1,0,1,0,1,0,0,0.421,1,73,0,0,0,0,0,0,0,0,0,0.0929,1,1.0482,94.39,0,0,0,0,0,35093.96,0.0307,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,1,1,1,1,0,0,4,0.0145,0.009,0,0,1,0,1,0,0,0,0,1,0
15,2,1,0,0,0,1,0,0,0,1,0,1,0.5061,1,17,1,1,0,0,0,0,0,0,0,0.0014,1,1.034,122.96,0,0,0,0,0,36020.64,0.1216,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,6,0,0,0,1,1,0,1,1,0,4,0.023,0.0143,0,0,1,1,0,0,0,2,0,1,0
4,19,53,1,0,1,0,1,0,0,0,1,1,0.923,1,153,1,1,0,0,0,0,0,0,0,0.0662,2,1.0,72.52,0,0,0,1,1,751047.28,0.9652,1,1,1,1,1.39,11,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0.1762,0.0471,0,0,1,0,0,1,0,4,1,0,1
4,22,90,1,0,1,0,1,0,0,0,1,1,0.6126,1,37,1,0,0,0,0,0,0,0,0,0.0376,8,1.2504,55.61,0,0,0,1,1,3590739.96,0.4167,1,1,1,1,31.06,22,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.485,0.3499,1,0,0,0,1,0,0,1,1,0,1
2,16,97,1,1,1,0,1,0,0,0,1,1,0.6756,1,122,1,1,0,0,0,0,0,0,0,0.1199,9,1.1988,47.02,0,0,0,1,1,8538796.74,0.4792,1,1,1,1,5.6,17,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.0677,0.0308,0,1,0,0,1,0,0,3,1,0,1
1,4,81,1,0,1,0,1,0,0,0,1,1,0.5198,1,66,1,1,0,0,0,0,0,0,0,0.0003,1,1.1317,174.48,0,0,0,1,1,8836862.99,0.1573,1,1,1,1,11.07,15,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.1374,0.0597,0,0,1,0,1,0,0,3,1,1,0
1,16,31,1,1,1,0,1,0,0,0,1,1,0.6123,1,180,1,1,0,1,1,1,1,1,0,0.7631,320,12.7753,73.67,1,1,1,0,0,2257826.66,0.1925,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.8117,0.7389,1,0,0,0,1,0,0,1,1,1,0
1,12,7,1,0,1,0,1,0,1,0,1,1,0.8436,0,176,1,1,1,0,1,1,1,0,1,0.465,50,5.4975,258.05,1,1,0,0,0,418500.91,0.1109,0,0,0,1,11.59,0,1,3,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0.0843,0.0433,0,0,1,1,0,0,0,5,1,0,1
1,22,23,1,0,1,0,1,0,0,0,1,1,0.8848,1,149,1,1,0,1,1,1,1,1,0,0.7766,366,7.6321,79.42,1,1,1,0,0,876240.03,0.1482,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0.218,0.0877,0,0,1,0,1,0,0,3,1,0,1
1,1,2,1,0,0,1,0,1,0,1,0,0,0.9057,1,77,1,1,0,0,0,0,0,0,0,0.0,9,1.0879,93.09,0,0,0,0,0,22740.8,0.1993,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,3,0.0155,0.0112,0,0,1,1,0,0,0,2,0,1,0
21,5,38,1,0,1,0,1,0,0,0,1,1,0.8714,1,150,1,1,0,1,1,1,1,1,0,0.8589,428,6.5126,15.45,1,1,1,0,0,396154.22,0.1192,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0.1703,0.0529,0,1,0,1,0,0,0,4,1,0,1
21,17,26,1,0,1,0,1,1,0,0,1,1,0.5543,1,163,1,1,0,0,0,0,0,0,0,0.0643,9,1.1514,91.46,0,0,0,1,1,4341536.77,0.4409,1,1,1,1,1.37,9,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6947,1.0023,1,0,0,1,0,0,0,1,1,0,0
1,9,40,1,0,1,0,1,1,1,0,1,1,0.9028,1,121,1,0,1,0,1,1,1,0,1,0.7027,112,5.1705,92.58,1,1,0,0,0,1903330.3,0.0561,1,0,0,1,6.81,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.7947,0.7234,1,0,0,1,0,0,0,1,1,1,1
2,17,14,1,0,1,0,1,0,1,0,1,1,0.8971,1,134,1,1,1,0,1,1,1,0,1,0.3468,90,7.2328,155.24,1,1,0,0,0,3518870.72,0.0516,0,0,0,1,3.08,0,1,3,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.7139,1.0299,1,0,0,1,0,0,0,1,1,0,1
4,2,2,0,0,1,1,1,1,1,1,1,1,0.6043,1,133,0,0,0,0,0,0,0,0,0,0.115,1,1.077,92.45,0,1,0,0,0,140940.26,0.0156,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,11,0.1788,0.0719,1,0,0,0,1,0,0,5,0,1,0
4,21,67,1,1,1,0,1,0,0,0,1,1,0.4047,1,124,1,1,0,1,1,1,1,1,0,0.75,325,12.0913,48.18,1,1,1,0,0,1833515.67,0.1395,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0.2506,0.0769,0,1,0,1,0,0,0,4,1,0,0
1,14,40,1,0,1,0,1,0,0,0,1,1,0.929,1,257,0,0,0,1,1,1,1,1,0,0.6619,352,6.2957,83.17,1,1,1,0,0,1139234.31,0.0112,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0.1541,0.062,1,0,0,0,1,0,0,3,1,1,0
7,2,2,0,0,0,0,0,0,0,0,0,0,0.3279,0,1,0,0,0,0,0,0,0,0,0,0.0656,2,1.0082,144.9,0,0,0,0,0,0.0,0.0516,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0234,0.0213,1,0,0,0,1,0,0,0,0,1,0
2,1,2,0,0,1,1,1,1,1,1,1,0,0.7874,1,126,0,0,0,0,0,0,0,0,0,0.0447,3,1.0588,97.58,0,1,0,0,0,35797.67,0.0257,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,6,0.0859,0.0442,1,0,0,1,0,0,0,5,0,1,1
1,23,13,1,0,1,0,1,0,0,0,1,1,0.477,1,15,0,0,0,0,0,0,0,0,0,0.1029,6,1.0,94.12,0,0,0,1,1,5834799.65,0.5455,1,1,1,1,18.89,18,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0.1491,0.0404,1,0,0,1,0,0,0,4,1,1,0
4,6,26,1,1,1,0,1,0,0,0,1,1,0.5884,1,185,1,0,0,1,1,1,1,1,0,0.757,152,7.7668,60.84,1,1,1,0,0,1608153.45,0.0365,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4301,0.6205,1,0,0,0,0,0,1,1,1,1,0
1,5,1,0,0,0,0,0,0,0,0,0,0,0.3284,0,1,0,0,0,0,0,0,0,0,0,0.0443,3,1.0936,109.8,0,0,0,0,0,0.0,0.0365,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0844,0.0524,0,0,1,0,1,0,0,0,0,1,0
7,3,60,1,0,1,0,1,1,1,0,1,1,0.5696,1,81,0,0,1,0,1,0,1,0,1,0.4908,68,6.7499,121.07,1,1,0,0,0,3796935.5,0.1262,0,0,0,1,20.63,0,3,4,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36,0.2943,0.0815,0,1,0,1,0,0,0,4,1,0,0
2,7,59,1,0,1,0,1,0,1,0,1,1,0.9565,1,67,1,1,1,0,1,1,1,0,1,0.6069,122,6.829,57.71,1,1,0,0,0,2377386.13,0.0292,1,0,0,1,9.11,0,5,1,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.7161,0.6518,0,0,1,1,0,0,0,1,1,0,1
15,11,32,1,0,1,0,1,0,0,0,1,1,0.848,1,232,1,1,0,1,1,1,1,1,0,0.8796,486,5.3547,65.2,1,1,1,0,0,931488.28,0.1781,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0.1941,0.055,0,0,1,1,0,0,0,4,1,1,1
2,10,23,1,0,1,0,1,0,0,0,1,1,0.4407,1,66,1,0,0,0,0,0,0,0,0,0.0566,9,1.1416,121.2,0,0,0,1,1,1393728.42,0.694,1,1,1,1,7.25,24,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7534,1.0869,0,1,0,1,0,0,0,1,1,0,0
15,5,1,0,0,0,0,0,0,0,0,0,0,0.2186,1,18,0,0,0,0,0,0,0,0,0,0.0063,3,1.253,57.39,0,0,0,0,0,0.0,0.1496,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0851,0.0529,0,0,1,0,1,0,0,0,0,1,0
2,2,2,0,0,0,1,0,0,0,1,0,0,0.7126,1,143,0,0,0,0,0,0,0,0,0,0.094,8,1.1146,49.75,0,0,0,0,0,42687.78,0.0912,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,1,0,0,0,0,0,0,3,0.0358,0.0258,0,0,1,0,0,1,0,2,0,0,1
2,4,2,0,0,0,1,0,1,0,1,0,0,0.4576,0,117,0,0,0,0,0,0,0,0,0,0.0684,3,1.1215,164.39,0,0,0,0,0,7577.06,0.1884,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,1,1,0,1,0,0,1,0.0861,0.1242,0,0,1,0,0,0,1,2,0,1,0
1,5,1,0,0,0,0,0,0,0,0,0,0,0.0854,0,24,1,1,0,0,0,0,0,0,0,0.1213,8,1.1148,148.15,0,0,0,0,0,0.0,0.1197,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0685,0.0624,1,0,0,1,0,0,0,0,0,1,0
21,16,76,1,0,1,0,1,1,1,0,1,1,0.7155,1,97,0,0,1,0,1,1,1,0,1,0.3642,105,4.305,117.45,1,1,0,0,0,3299812.3,0.0845,1,0,0,1,27.68,0,1,3,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,0.1226,0.0381,1,0,0,0,0,1,0,4,1,0,0
1,16,68,1,0,1,0,1,0,0,0,1,1,0.558,1,251,1,1,0,1,1,1,1,1,0,0.65,233,7.7418,43.55,1,1,1,0,0,1037016.97,0.1288,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.2167,0.121,1,0,0,0,0,0,1,3,1,1,0
1,6,37,1,0,1,0,1,1,1,0,1,1,0.4669,1,76,1,1,1,0,1,1,1,0,1,1.0,115,5.1006,193.15,1,1,0,0,0,1332824.05,0.1048,1,0,0,1,34.8,0,5,3,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.4964,0.358,0,0,1,0,1,0,0,1,1,0,0
4,3,1,0,0,0,1,1,0,0,1,0,0,0.7894,0,67,0,1,0,0,0,0,0,0,0,0.1452,6,1.0,92.48,0,0,0,0,0,28526.25,0.139,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,0,0,1,0,0,4,0.0278,0.0173,0,0,1,1,0,0,0,2,0,1,0
4,9,24,1,0,1,0,1,0,0,0,1,1,0.5985,1,24,1,1,0,0,0,0,0,0,0,0.0674,3,1.2493,80.41,0,0,0,1,1,8741864.28,0.8359,1,1,1,1,3.97,7,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.7605,0.5486,0,0,1,1,0,0,0,1,1,0,0
2,4,98,1,0,1,0,1,0,0,0,1,1,0.5719,1,47,1,1,0,0,0,0,0,0,0,0.1236,9,1.0921,89.89,0,0,0,1,1,11053934.76,0.2095,1,1,1,1,21.02,12,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0.3004,0.0911,1,0,0,1,0,0,0,4,1,1,0
4,3,2,0,0,1,1,1,1,1,1,1,1,0.3963,1,136,1,1,0,0,0,0,0,0,0,0.0929,8,1.0,124.6,0,0,0,0,0,48578.3,0.0287,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0856,0.1236,0,0,1,0,0,0,1,2,0,1,0
1,5,2,0,0,1,1,0,0,1,1,1,1,0.7555,1,100,0,0,0,0,0,0,0,0,0,0.1299,5,1.1541,121.61,0,0,0,0,0,144777.08,0.0519,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,33,0.2421,0.0687,0,0,1,0,0,0,1,4,0,1,1
4,13,39,1,0,1,0,1,0,0,0,1,1,0.7662,1,168,1,1,0,0,0,0,0,0,0,0.0464,2,1.0064,107.64,0,0,0,1,1,2377386.88,0.2656,1,1,1,1,2.49,25,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0754,0.0388,0,0,1,0,0,1,0,3,1,0,1
2,1,1,0,0,0,1,0,0,0,1,1,1,0.5925,0,121,0,1,0,0,0,0,0,0,0,0.132,7,1.0429,58.47,0,0,0,0,0,12014.93,0.1559,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.0982,0.1416,0,0,1,1,0,0,0,0,0,1,0
2,3,2,0,0,0,0,0,0,0,0,0,0,0.2717,0,31,1,1,0,0,0,0,0,0,0,0.0126,4,1.0,166.8,0,0,0,0,0,0.0,0.0783,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.0701,0.0506,0,0,1,1,0,0,0,0,0,1,0
1,3,2,0,0,1,1,0,1,1,1,1,1,0.7456,1,70,1,1,0,0,0,0,0,0,0,0.0575,4,1.2048,101.01,0,0,0,0,0,31517.93,0.1457,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0972,0.1402,0,0,1,0,1,0,0,2,0,1,1
4,9,45,1,0,1,0,1,0,0,0,1,1,0.8947,1,251,1,1,0,1,1,1,1,1,0,0.7658,452,9.2184,82.02,1,1,1,0,0,2191526.09,0.0607,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0.1318,0.0357,1,0,0,0,1,0,0,4,1,1,1
4,2,1,0,0,0,0,0,0,0,0,0,0,0.3029,0,35,0,1,0,0,0,0,0,0,0,0.0662,7,1.0,147.6,0,0,0,0,0,0.0,0.0503,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0675,0.0419,0,0,1,1,0,0,0,0,0,1,0
1,22,68,1,0,1,0,1,1,0,0,1,1,0.5091,1,208,1,1,0,1,1,1,1,1,0,0.8716,476,6.2047,30.29,1,1,1,0,0,1708643.53,0.1246,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.7379,0.6717,0,1,0,1,0,0,0,1,1,1,0
1,23,35,1,0,1,0,1,0,1,0,1,1,0.6872,1,52,1,0,1,0,1,1,1,0,1,0.57,83,3.9745,200.67,1,1,0,0,0,2123838.43,0.1146,1,0,0,1,5.44,0,2,4,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.2479,0.0997,1,0,0,1,0,0,0,3,1,0,1
1,19,11,1,1,1,0,1,1,0,0,1,1,0.732,1,169,1,1,0,1,1,1,1,1,0,0.8382,321,11.9643,65.88,1,1,1,0,0,450521.51,0.1133,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.1096,0.0476,0,0,1,1,0,0,0,3,1,1,1
4,5,1,0,0,1,1,1,0,1,1,1,0,0.6027,1,53,1,1,0,0,0,0,0,0,0,0.0057,6,1.2891,93.46,0,1,0,0,0,39096.42,0.0121,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,28,0.2559,0.076,1,0,0,0,1,0,0,4,0,1,0
2,3,1,0,0,1,1,1,1,1,1,1,1,0.4522,0,145,1,1,0,0,0,0,0,0,0,0.0859,4,1.1399,174.05,0,0,0,0,0,108963.54,0.0622,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0221,0.0319,0,0,1,0,0,1,0,2,0,1,0
1,3,1,0,0,0,0,0,0,0,0,0,0,0.3382,0,12,0,0,0,0,0,0,0,0,0,0.0446,3,1.2297,33.22,0,0,0,0,0,0.0,0.0947,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0404,0.0583,0,0,1,0,1,0,0,0,0,1,0
